rgz_name,name
ВАЈФЕРТОВА УЛИЦА,Вајфертова
ВАЈФЕРТОВА ЧЕСМА,Вајфертова чесма
ВАЛТРОВИЋЕВА УЛИЦА,Валтровићева
ВАЉА ВРАТНА ЛИВАЂЕ,Ваља вратна ливађе
ВАЉА КУ ФРАСН ВКФ,Ваља ку фрасн
ВАЉА МАРЕ,Ваља маре
ВАЉА МИКА,Ваља мика
ВАЉА САКА,Ваља сака
ВАЉА СТАНКУЛУЈ,Ваља станкулуј
ВАЉЕВСКА УЛИЦА,Ваљевска
ВАЉЕВСКОГ ОДРЕДА,Ваљевског одреда
ВАЉЕВСКОГ ПАРТИЗАНСКОГ ОДРЕДА,Ваљевског партизанског одреда
ВАРАДИНСКА СТАЗА,Варадинска стаза
ВАРВАРИНСКА УЛИЦА,Варваринска
ВАРГА - МОРВАИ САЛАШИ,Варга-Морваи салаши
ВАРДЕНИЧКА УЛИЦА,Варденичка
ВАРДИШТЕ ГОРЊЕ,Вардиште горње
ВАРДИШТЕ ДОЊЕ,Вардиште доње
ВАРОШКА УЛИЦА,Варошка
ВАРТИНА УЛИЦА,Вартина
ВАРТКЕСОВА УЛИЦА,Варткесова
ВАСЕ СТАЈИЋ,Васе Стајића
ВАСЕЉЕНСКИ ЗАСЕЛАК,Васељенски заселак
ВАСИЛИЋА МАЛА,Василића мала
ВАСИЉЕВИЋА ПОЉА,Васиљевића поља
ВАСИЋА МАЛА,Васића мала
ВАСОВА ЛИВАДА,Васова ливада
ВАТИЋКО - ЦАМОВСКА,Ватићко-Цамовска
ВАЦИНА ЦРЕПАНА,Вацина црепана
ВЕЛ.ЧЕЛНИКА РАДИЧА ПОСТУПОВИЋА,Вел. челника Радича Поступовића
ВЕЛАНСКИ ГАЈ,Велански гај
ВЕЛИКА БАРА,Велика бара
ВЕЛИКА БЕЛА РЕКА,Велика бела река
ВЕЛИКА ГЛАВИЦА,Велика главица
ВЕЛИКА ГЛОЖАНА,Велика Гложана
ВЕЛИКА ГОСПОЈИНА,Велика Госпојина
ВЕЛИКА ГРАДИНА,Велика градина
ВЕЛИКА ДРЕНОВА,Велика Дренова
ВЕЛИКА ДУМБРАВА,Велика Думбрава
ВЕЛИКА ЗАЈЧИЦА,Велика Зајчица
ВЕЛИКА ЗЛАТИБОРСКА,Велика златиборска
ВЕЛИКА ЈАСИКОВА,Велика јасикова
ВЕЛИКА КРИВИНА,Велика кривина
ВЕЛИКА ЛЕСКОВА,Велика лескова
ВЕЛИКА ЛИВАДА,Велика ливада
ВЕЛИКА ПЛЕЋА,Велика плећа
ВЕЛИКА ПОЉА,Велика поља
ВЕЛИКА ПОЉАНА,Велика пољана
ВЕЛИКА СЛАНА,Велика слана
ВЕЛИКА УЖИЧКА,Велика ужичка
ВЕЛИКАНА СРПСКОГ СПОРТА,Великана српског спорта
ВЕЛИКЕ ДУБРАВЕ,Велике дубраве
ВЕЛИКЕ КОШАРЕ,Велике кошаре
ВЕЛИКЕ ЛИВАДЕ,Велике ливаде
ВЕЛИКЕ МЕЂЕ НОВА 14,Велике међе нова 14
ВЕЛИКЕ МЕЂЕ НОВА 15,Велике међе нова 15
ВЕЛИКЕ МЕЂЕ НОВА 16,Велике међе нова 16
ВЕЛИКЕ МЕЂЕ НОВА 17,Велике међе нова 17
ВЕЛИКЕ МЕЂЕ НОВА 18,Велике међе нова 18
ВЕЛИКЕ МЕЂЕ НОВА 19,Велике међе нова 19
ВЕЛИКЕ МЕЂЕ НОВА 20,Велике међе нова 20
ВЕЛИКЕ МЕЂЕ НОВА 21,Велике међе нова 21
ВЕЛИКЕ МЕЂЕ НОВА 22,Велике међе нова 22
ВЕЛИКЕ МЕЂЕ НОВА 23,Велике међе нова 23
ВЕЛИКЕ МЕЂЕ НОВА 24,Велике међе нова 24
ВЕЛИКЕ МЕЂЕ НОВА 25,Велике међе нова 25
ВЕЛИКЕ МЕЂЕ НОВА 26,Велике међе нова 26
ВЕЛИКЕ МЕЂЕ НОВА 27,Велике међе нова 27
ВЕЛИКЕ РАНЕ ЗОРЕ,Велике ране зоре
ВЕЛИКЕ СТЕПЕНИЦЕ,Велике степенице
ВЕЛИКЕ ТИЛВЕ,Велике тилве
ВЕЛИКИ БЕЛЕГ,Велики белег
ВЕЛИКИ БУБАЊ,Велики бубањ
ВЕЛИКИ БУНАР,Велики бунар
ВЕЛИКИ ВРАЊ,Велики Врањ
ВЕЛИКИ ВРБАК,Велики врбак
ВЕЛИКИ ЛУГ,Велики луг
ВЕЛИКИ ПАШЊАК,Велики пашњак
ВЕЛИКИ РИТ,Велики рит
ВЕЛИКИ РИТ ЛИБЕ,Велики рит Либе
ВЕЛИКИ СЕЛО,Велико село
ВЕЛИКИ СИГЕТ,Велики сигет
ВЕЛИКИ ШАНАЦ,Велики шанац
ВЕЛИКИ ШОР,Велики шор
ВЕЛИКИХ ЛИВАДА,Великих ливада
ВЕЛИКОГ ЖУПАНА ТИХОМИРА II,Великог Жупана Тихомира II
ВЕЛИКОГ-МАЛОГ ЧОВЕКА,Великог-малог човека
ВЕЉИНА УЛИЦА,Вељина
ВЕНАЦ БАЊСКИ,Венац бањски
ВЕНАЦ ВОЈВОДЕ ПЕТРА БОЈОВИЋА,Венац војводе Петра Бојовића
ВЕНАЦ ВОЈВОДЕ РАДОМИРА ПУТНИКА,Венац војводе Радомира Путника
ВЕНАЦ ВОЈВОДЕ СТЕПЕ СТЕПАНОВИЋА,Венац војводе Степе Степановића
ВЕНАЦ ОСЛОБОДИЛАЦА БЕОГРАДА,Венац ослободилаца Београда
ВЕНАЦ ОСЛОБОДИЛАЦА БЕОРАДА,Венац ослободилаца Београда
ВЕНАЦ СЛОБОДЕ,Венац слободе
ВЕРИГОВА БАРА,Веригова бара
ВЕРОВАЧКА УЛИЦА,Веровачка
ВЕСЛАЧКИ КЛУБ,Веслачки клуб
ВЕТЕРНИЧКИ ТРГ,Ветернички трг
ВИДИКОВАЧКА УЛИЦА,Видиковачка
ВИДИН ГРАД,Видин град
ВИДИЋА СТЈЕНА,Видића стијена
ВИДОВАЧКА УЛИЦА,Видовачка
ВИДОВДАНСКА УЛИЦА,Видовданска
ВИДОВДАНСКИ ТРГ,Видовдански трг
ВИДОЈА ЈОВАНОВИЋА ПРИЛАЗ 1,Видоја Јовановића прилаз 1
ВИДОЈА ЈОВАНОВИЋА ПРИЛАЗ 2,Видоја Јовановића прилаз 2
ВИДОЈА ЈОВАНОВИЋА ПРИЛАЗ 3,Видоја Јовановића прилаз 3
ВИДСКА УЛИЦА,Видска
ВИЗАНТИЈСКА УЛИЦА,Византијска
ВИКТОРА ИГА,Виктора Игоа
ВИЛИНА ВОДА,Вилина вода
ВИЛИНЕ КОСИЦЕ,Вилине косице
ВИЛИНЕ СТРАНЕ,Вилине стране
ВИЛСКО КОЛО,Вилско коло
ВИНОГРАДАРСКА УЛИЦА,Виноградарска
ВИНОГРАДАРСКА I ДЕО,Виноградарска I део
ВИНОГРАДАРСКА II ДЕО,Виноградарска II део
ВИНОГРАДАРСКА III ДЕО,Виноградарска III део
ВИНОГРАДСКА 1 ПРИЛАЗ,Виноградска 1. прилаз
ВИНОГРАДСКИ ЛУГ,Виноградски луг
ВИНСКА УЛИЦА,Винска
ВИНЧАНСКИХ РУДАРА,Винчанских рудара
ВИНЧИНА ВОДА,Винчина вода
ВИСЕЋИ МОСТ,Висећи мост
ВИСОКА ЧУКА,Висока чука
ВИСОКОГ СТЕВАНА 1 ПРИЛАЗ,Високог Стевана 1. прилаз
ВИСОЧКА РЖАНА,Височка ржана
ВИСОЧКА УЛИЦА,Височка
ВИТЕЗОВА БЕЛОГ ОРЛА,Витезова белог орла
ВИТОМИРА НИКОЛИЋА 1 ДЕО,Витомира Николића 1. део
ВИТОМИРА НИКОЛИЋА 2 ДЕО,Витомира Николића 2. део
ВИТОМИРА НИКОЛИЋА 3 ДЕО,Витомира Николића 3. део
ВИТОМИРА НИКОЛИЋА 4 ДЕО,Витомира Николића 4. део
ВИТРУКОВА УЛИЦА,Витрукова
ВИЋОВ ЗАСЕЛАК,Вићов заселак
ВИШЕ СЕЛО,Више село
ВИШЕГРАДСКА УЛИЦА,Вишеградска
ВИШЊИН ЦВЕТ,Вишњин цвет
ВИШЊИНА УЛИЦА,Вишњина
ВИШЊИЧКА УЛИЦА,Вишњичка
ВЛАДАНА ШИЋЕВИЋА КРАК 1,Владана Шићевића - крак 1
ВЛАДИКЕ ПАЈСИЈЕ,Владике Пајсија
ВЛАДИМИРА БУКЕЛИЋА,Владимира Букилића
ВЛАДИМИРА БУКИЛИЧА,Владимира Букилића
ВЛАДИСЛАВА ПЕТКОВИЋА-ДИСА,Владислава Петковића Диса
ВЛАДИЧИНЕ ЊИВЕ,Владичине њиве
ВЛАКЧАНСКИХ ХЕРОЈА,Влакчанских хероја
ВЛАСТИМИРА ЂУЗЕ СТОИЉКОВИЋА,Властимира Ђузе Стојиљковића
ВЛАСТИМИРА СТАНИШИЋА-ЛАЦИЈА,Властимира Станишића Лација
ВЛАШКА МАЛА,Влашка мала
ВЛАШКА МАХАЛА,Влашка махала
ВЛАШКА ПОЉАНА,Влашка пољана
ВЛАШКА УЛИЦА,Влашка
ВЛАШКАНСКО НОВО НАСЕЉЕ,Влашканско ново насеље
ВЛАШКЕ БУНЕ,Влашке буне
ВЛАШКЕ ЊИВЕ,Влашке њиве
ВЛАШКИ ЛУГ,Влашки луг
ВЛАШКО СЕЛО,Влашко село
ВЛАШКО ШУМСКА,Влашко шумска
ВОДЕНИЧАРСКА УЛИЦА,Воденичарска
ВОДЕНИЧКА ПАДИНА,Воденичка падина
ВОДЕНИЧКА УЛИЦА,Воденичка
ВОДЕНИЧКИ РИД,Воденички рид
ВОДИЧКЕ ЧЕСМЕ,Водичке чесме
ВОДНИЧКА УЛИЦА,Водничка
ВОДОВОДСКА  2 ДЕО,Водоводска 2. део
ВОДОВОДСКА  6 ДЕО,Водоводска 6. део
ВОЖД КАРАЂОРЂА,Вожда Карађорђа
ВОЖДА КАРАЂОРЂА,Вожда Карађорђа
ВОЈВОДЕ НОВАКА 1 ДЕО,Војводе Новака 1. део
ВОЈВОДЕ НОВАКА 10 ДЕО,Војводе Новака 10. део
ВОЈВОДЕ НОВАКА 11 ДЕО,Војводе Новака 11. део
ВОЈВОДЕ НОВАКА 12 ДЕО,Војводе Новака 12. део
ВОЈВОДЕ НОВАКА 13 ДЕО,Војводе Новака 13. део
ВОЈВОДЕ НОВАКА 2 ДЕО,Војводе Новака 2. део
ВОЈВОДЕ НОВАКА 3 ДЕО,Војводе Новака 3. део
ВОЈВОДЕ НОВАКА 4 ДЕО,Војводе Новака 4. део
ВОЈВОДЕ НОВАКА 5 ДЕО,Војводе Новака 5. део
ВОЈВОДЕ НОВАКА 6 ДЕО,Војводе Новака 6. део
ВОЈВОДЕ НОВАКА 7 ДЕО,Војводе Новака 7. део
ВОЈВОДЕ НОВАКА 8 ДЕО,Војводе Новака 8. део
ВОЈВОДЕ НОВАКА 9 ДЕО,Војводе Новака 9. део
ВОЈВОДЕ ТАНКОСИЋА 1.ПРИЛАЗ,Војводе Танкосића 1. прилаз
ВОЈВОДЕ ТАНКОСИЋА 2.ПРИЛАЗ,Војводе Танкосића 2. прилаз
ВОЈВОДЕ ТАНКОСИЋА 3.ПРИЛАЗ,Војводе Танкосића 3. прилаз
ВОЈВОДЕ ТОМЕ ВУЧИЋА-ПЕРИШИЋА,Војводе Томе Вучића-Перишића
ВОЈВОДСКА УЛИЦА,Војводска
ВОЈВОЂАНСКИХ ДОСЕЉЕНИКА,Војвођанских досељеника
ВОЈИНОВИЋА КУЛА,Војиновића кула
ВОЈКОВАЧКА УЛИЦА,Војковачка
ВОЈНИ ПУТ 2,Војни пут 2
ВОЈНОТЕХНИЧКОГ ЗАВОДА,Војнотехничког завода
ВОЛУЈСКИ ЗАСЕЛАК,Волујски заселак
ВОЋАРСКА 1 ПРИЛАЗ,Воћарска 1. прилаз
ВРАЖА ПАДИНА,Вража падина
ВРАЊА БАРА,Врања бара
ВРАЊЕВАЧКА УЛИЦА,Врањевачка
ВРАЊСКИХ ДОБРОВОЉАЦА,Врањских добровољаца
ВРАЊСКИХ ИЗВИЂАЧА,Врањских извиђача
ВРАТЊАНСКА КАПИЈА,Вратњанска капија
ВРБИЧКА ЧЕСМА,Врбичка чесма
ВРБНИЧКА УЛИЦА,Врбничка
ВРБОВАЧКИ ЛУГ,Врбовачки луг
ВРГОЛОМСКА МАХАЛА,Врголомска махала
ВРЛА СТРАНА,Врла страна
ВРЛЕ СТРАНЕ,Врле стране
ВРЛЕТИНА СТРАНА,Врлетина страна
ВРЊАЧКИ ПАРТИЗАНСКИ ОДРЕД,Врњачки партизански одред
ВРШАЧКА УЛИЦА,Вршачка
ВРШАЧКИХ ПЛАНИНА,Вршачких планина
ВРШЕВАЧИ ПУТ,Вршевачки пут
ВРШКА ЧУКА,Вршка Чука
ВУЈАНОВСКИ РИД,Вујановски рид
ВУЈИЋА БРДО,Вујића брдо
ВУКА С.КАРАЏИЋА,Вука Стефановића Караџића
ВУКАНОВА УЛИЦА,Вуканова
ВУКАШИНА ЕРИЋА-КРАК 1,Вукашина Ерића - крак 1
ВУКАШИНА ЕРИЋА-КРАК 1А,Вукашина Ерића - крак 1А
ВУКАШИНА ЕРИЋА-КРАК 2,Вукашина Ерића - крак 2
ВУКАШИНА ЕРИЋА-КРАК 3,Вукашина Ерића - крак 3
ВУКАШИНА ЕРИЋА-КРАК 4,Вукашина Ерића - крак 4
ВУКАШИНА ЕРИЋА-КРАК 5,Вукашина Ерића - крак 5
ВУКАШИНА ЕРИЋА-КРАК 6,Вукашина Ерића - крак 6
ВУКАШИНА ЕРИЋА-КРАК 6А,Вукашина Ерића - крак 6А
ВУКАШИНА ЕРИЋА-КРАК 6Б,Вукашина Ерића - крак 6Б
ВУКАШИНА ЕРИЋА-КРАК 6В,Вукашина Ерића - крак 6В
ВУКАШИНА ЕРИЋА-КРАК 6Г,Вукашина Ерића - крак 6Г
ВУКАШИНА ЕРИЋА-КРАК 7,Вукашина Ерића - крак 7
ВУКАШИНА ЕРИЋА-КРАК 9,Вукашина Ерића - крак 9
ВУКИН ЗАСЕЛАК,Вукин заселак
ВУКОВА УЛИЦА,Вукова
ВУКОВАРСКОГ КОНГРЕСА,Вуковарског конгреса
ВУКОВИЋА ДО,Вуковића до
ВУКОТИНА ЛУКА,Вукотина лука
ВУЧИН ВРХ,Вучин врх
ВУЧИНА МАХАЛА,Вучина махала
ВУЧИНАЧКА УЛИЦА,Вучиначка
ВУЧЈА ЛОКВА,Вучја локва
ВУЧЈЕ РУПЕ,Вучје рупе
ГАБРОВАЧКИ ПУТ 1.ПРИЛАЗ,Габровачки пут 1. прилаз
ГАБРОВАЧКИ ПУТ 2.ДЕО,Габровачки пут 2. део
ГАБРОВАЧКИ ПУТ 2.ПРИЛАЗ,Габровачки пут 2. прилаз
ГАБРОВАЧКИ ПУТ 3.ПРИЛАЗ,Габровачки пут 3. прилаз
ГАБРОВАЧКИ ПУТ 4.ПРИЛАЗ,Габровачки пут 4. прилаз
ГАБРОВАЧКИ ПУТ 5.ПРИЛАЗ,Габровачки пут 5. прилаз
ГАЗИМЕСТАНСКА УЛИЦА,Газиместанска
ГАЗИМЕСТАНСКИ ТРГ,Газиместански трг
ГАЈДАШКА УЛИЦА,Гајдашка
ГАЈЕВАЧКА УЛИЦА,Гајевачка
ГАРАШКА УЛИЦА,Гарашка
ГАРВАНСКА МАХАЛА,Гарванска махала
ГАРЕЈСКА МАХАЛА,Гарејска махала
ГВОЗДЕНА ПАУНОВИЋА-КРАК 1,Гвоздена Пауновића - крак 1
ГЕЛИНА МАХАЛА,Гелина махала
ГЕНЕРАЛ ЖДАНОВА 1 ПРИЛАЗ,Генерала Жданова 1. прилаз
ГЕНЕРАЛСКА УЛИЦА,Генералска
ГИДРИНА УЛИЦА,Гидрина
ГЛАВНА ЈЕЛОВИЧКА УЛИЦА,'Главна Јеловичка
ГЛАВНА УЛИЦА,Главна
ГЛАВНИ ПУТ КРОЗ РИЂАГЕ,Главни пут кроз Риђаге
ГЛАВНИ ПУТ КРОЗ СЕЛО,Главни пут кроз село
ГЛАВНИ ПУТ-КРАК 1,Главни пут - крак 1
ГЛАДНИ ДЕЛ,Гладни дел
ГЛАДНИ ДЕО,Гладни део
ГЛЕДИЋКА УЛИЦА,Гледићка
ГЛИНКИНА УЛИЦА,Глинкина
ГЛИНСКИХ ЖРТАВА 1941. ГОДИНЕ,Глинских жртава 1941. године
ГЛОШКОПЛАНСКА МАХАЛА,Глошкопланска махала
ГОЛУБАЧКИ ТРГ,Голубачки трг
ГОРЉОМАЛСКИ ТРГ,Горљомалски трг
ГОРЊА БРДА МАЛА,Горња Брда мала
ГОРЊА МАЛА,Горња мала
ГОРЊА МАХАЛА,Горња махала
ГОРЊАНСКА УЛИЦА,Горњанска
ГОРЊЕ ЛИВАДЕ,Горње ливаде
ГОРЊИ КРАЈ 1 ДЕО,Горњи крај 1. део
ГОРЊИ КРАЈ 2 ДЕО,Горњи крај 2. део
ГОРЊОМАТЕЈЕВАЧКА 1.ПРИЛАЗ,Горњоматејевачка 1. прилаз
ГОРЊОМАТЕЈЕВАЧКА 2.ПРИЛАЗ,Горњоматејевачка 2. прилаз
ГОРЊОМАТЕЈЕВАЧКА 3.ПРИЛАЗ,Горњоматејевачка 3. прилаз
ГОРЊОМАТЕЈЕВАЧКА 4.ПРИЛАЗ,Горњоматејевачка 4. прилаз
ГОРЊОМАТЕЈЕВАЧКА 5.ПРИЛАЗ,Горњоматејевачка 5. прилаз
ГОРЊОМАТЕЈЕВАЧКА 6.ПРИЛАЗ,Горњоматејевачка 6. прилаз
ГОРЊОМАТЕЈЕВАЧКА 7.ПРИЛАЗ,Горњоматејевачка 7. прилаз
ГОРЊОМАТЕЈЕВАЧКА 8.ПРИЛАЗ,Горњоматејевачка 8. прилаз
ГОСТУНСКА УЛИЦА,Гостунска
ГОЧ МАЛА,Гоч мала
ГРАДИНСКА УЛИЦА,Градинска
ГРАДИТЕЉСКА УЛИЦА,Градитељска
ГРАДСКИ КЕЈ,Градски кеј
ГРАЧАНИЧКА УЛИЦА,Грачаничка
ГРГУРЕВАЧКА УЛИЦА,Гргуревачка
ГРДЕЛИЧКА УЛИЦА,Грделичка
ГРИВШТАНСКА УЛИЦА,Гривштанска
ГРНЧАРСКА УЛИЦА,Грнчарска
ГРОБЉАНСКА 2 ЛЕВИ ПРИЛАЗ,Гробљанска 2. леви прилаз
ГРОЛОВА УЛИЦА,Гролова
ГРОЧАНСКА УЛИЦА,Грочанска
ГРОЧИЋЕВА 1 ПРИЛАЗ,Грочићева 1. прилаз
ГРУИНА МАХАЛА,Груина махала
ГРУЈЕ А.КОСТАДИНОВИЋА,Грује А. Костадиновића
ГРУЈИЋЕВИ САЛАШИ,Грујићеви салаши
ГРЧКА МАХАЛА,Грчка махала
ГРЧКА УЛИЦА,Грчка
ГРЧКО ГРОБЉЕ,Грчко гробље
ГУЗОБИЈСКА МАХАЛА,Гузобијска махала
ГУМНИШКА МАХАЛА,Гумнишка махала
ДАВАОЦА КРВИ,Даваоца крви
ДАВИДОВА УЛИЦА,Давидова
ДАЛЕКИ ХОРИЗОНТИ,Далеки хоризонти
ДАН И НОЋ,Дан и ноћ
ДАНОНОВА УЛИЦА,Данонова
ДАЊИНО СЕЛО,Дањино село
ДАРВИНОВА УЛИЦА,Дарвинова
ДАЧОВ ПРОЛАЗ,Дачов пролаз
ДВА ЗЕМЉАКА,Два земљака
ДВАДЕСЕТ ПЕТОГ ФЕБРУАРА,Двадесет петог фебруара
ДВАДЕСЕТДРУГОГ ДЕЦЕМБРА 1 ПРИЛАЗ,Двадесетдругог децембра 1. прилаз
ДВАДЕСЕТДРУГОГ ДЕЦЕМБРА 2 ПРИЛАЗ,Двадесетдругог децембра 2. прилаз
ДВАДЕСЕТДРУГОГ ДЕЦЕМБРА 3 ПРИЛАЗ,Двадесетдругог децембра 3. прилаз
ДВАДЕСЕТЧЕТРВРТОГ МАРТА,Двадесетчетвртог марта
ДВАДЕСТ ШЕСТИ ФЕБРУАР,Двадесет шести фебруар
ДВАНАЕСТОГ ПЕШАДИЈСКОГ ПУКА,Дванаестог пешадијског пука
ДЕБЕЛА ГЛАВА,Дебела глава
ДЕБЕЛИ ЛУГ,Дебели луг
ДЕБЕЛИ РИД,Дебели рид
ДЕБЕЉАК ГОРЊИ,Дебељак горњи
ДЕБИНА УЛИЦА,Дебина
ДЕВЕДЕСЕТДЕВЕТ ПАЛИХ БОРАЦА,Деведесетдевет палих бораца
ДЕВЕТЕ СРПСКЕ НО УДАРНЕ БРИГАД,Девете српске Но ударне бригаде
ДЕВЕТИ ПУК,Девети пук
ДЕВИЦА ЗАПАД,Девица запад
ДЕВИЦА ИСТОК,Девица исток
ДЕВИЦА СЕВЕР,Девица север
ДЕГУРИЧКА УЛИЦА,Дегуричка
ДЕДИНА РУПА,Дедина рупа
ДЕЖЕА КОСТОЛАЊИА,Дежеа Костолањија
ДЕЖЕЈА КОСТОЛАЊИЈА,Дежеа Костолањија
ДЕЛИБЛАТСКИ РИТ,Делиблатски рит
ДЕЛИГРАДСКА УЛИЦА,Делиградска
ДЕНИЋА МАХАЛА,Денића махала
ДЕСЕТАРСКА УЛИЦА,Десетарска
ДЕСНА МАЛА,Десна мала
ДЕСПОТОВАЧКА МАХАЛА,Деспотовачка махала
ДЕЦЕМБАРСКИХ ЖРТАВА,Децембарских жртава
ДЕЧИЈЕ СЕЛО,Дечије село
ДЕЧИЈЕГ ОСМЕХА,Дечијег осмеха
ДИВАЧКЕ ЛУКЕ,Дивачке луке
ДИВАЧКЕ СТРАНЕ,Дивачке стране
ДИВЉИХ КЕСТЕНОВА,Дивљих кестенова
ДИНЕВСКА МАХАЛА,Диневска махала
ДО Е ЂЕРЂА,До Е. Ђерђа
ДОБАНОВАЧКИ ЗАБРАН,Добановачки забран
ДОБАНОВАЧКИ ПУТ 1 ДЕО,Добановачки пут 1. део
ДОБАНОВАЧКИ ПУТ 2 ДЕО,Добановачки пут 2. део
ДОБАНОВАЧКИ ПУТ 3 ДЕО,Добановачки пут 3. део
ДОБАНОВАЧКИ ПУТ 4 ДЕО,Добановачки пут 4. део
ДОБРА ВОДА,Добра вода
ДОБРА ЗЕМЉА,Добра земља
ДОБРА ЈАБУКА,Добра јабука
ДОБРЕ ЛУКЕ,Добре Луке
ДОБРИ ДОЛ,Добри дол
ДОБРИ ДУБ,Добри дуб
ДОБРИВОЈА ЈОВАНОВИЋА 1 ПРИЛАЗ,Добривоја Јовановића 1. прилаз
ДОБРИВОЈА ЈОВАНОВИЋА 2 ДЕО,Добривоја Јовановића 2. део
ДОБРИВОЈА ЈОВАНОВИЋА 2 ПРИЛАЗ,Добривоја Јовановића 2. прилаз
ДОБРИВОЈА ЈОВАНОВИЋА 3 ДЕО,Добривоја Јовановића 3. део
ДОБРИВОЈА ЈОВАНОВИЋА 3 ПРИЛАЗ,Добривоја Јовановића 3. прилаз
ДОБРИВОЈА ЈОВАНОВИЋА 3ДЕО 1 ПР,Добривоја Јовановића 3. део 1. прилаз
ДОБРИВОЈА ЈОВАНОВИЋА 4 ДЕО,Добривоја Јовановића 4. део
ДОБРИВОЈА ЈОВАНОВИЋА 5 ДЕО,Добривоја Јовановића 5. део
ДОБРИВОЈА ЈОВАНОВИЋА 6 ДЕО,Добривоја Јовановића 6. део
ДОБРИХ КОМШИЈА,Добрих комшија
ДОБРИЧКИХ ХЕРОЈА,Добричких хероја
ДОБРО СЕЛО,Добро село
ДОДОВА УЛИЦА,Додова
ДОЖА ЂЕРЂ,Дожа Ђерђа
ДОЖА ЂЕРЂЕ,Дожа Ђерђа
ДОЖЕ ЂЕРЂА,Дожа Ђерђа
ДОЈИНА ПАДИНА,Дојина падина
ДОЛИНА БАГРЕМОВА,Долина багремова
ДОЛИНА ЈОРГОВАНА,Долина јоргована
ДОЛИНА ШЕШИРА,Долина шешира
ДОЛИНАРСКА МАХАЛА,Долинарска махала
ДОЛИНЕ БОЖУРА,Долине божура
ДОЛИНЕ БОРОВА,Долине борова
ДОЛИНЕ МИРА,Долине мира
ДОЛНА ДОЛИНА,Долна долина
ДОЉАНСКА ВОДА,Дољанска вода
ДОЉЕ ГОВЕЂАРИШТЕ,Доље говеђариште
ДОЊА БРДА МАЛА,Доња Брда мала
ДОЊА МАЛА,Доња мала
ДОЊА МАХАЛА,Доња махала
ДОЊА ТИСИНА ОБАЛА,Доња Тисина обала
ДОЊЕ БАРЕ 2 ПРИЛАЗ,Доње баре 2. прилаз
ДОЊЕ БЛАТО,Доње блато
ДОЊЕ ДЕОНИЦЕ,Доње деонице
ДОЊЕ ДУБОКЕ,Доње дубоке
ДОЊЕ СЕЛО,Доње село
ДОЊЕ ТРИБУЋЕ-КОЛИБЕ,Доње Трибуће - Колибе
ДОЊИ ВИНОГРАДИ,Доњи виногради
ДОЊИ ВИС,Доњи вис
ДОЊИ ГАЈЕВИ,Доњи гајеви
ДОЊИ ДРЕН,Доњи дрен
ДОЊИ ЛУГ,Доњи луг
ДОЊИ МАРКОВ РИД,Доњи Марков рид
ДОЊОВЛАШКА ПР.1,Доњовлашка пр. 1
ДОЊОВЛАШКА ПР.2,Доњовлашка пр. 2
ДОЊОВЛАШКА ПР.3,Доњовлашка пр. 3
ДОЊОВЛАШКА ПР.4,Доњовлашка пр. 4
ДОЊОВЛАШКА ПР.5,Доњовлашка пр. 5
ДОЊОВЛАШКА ПР.6,Доњовлашка пр. 6
ДОЊОВЛАШКА ПР.7,Доњовлашка пр. 7
ДОЊОВЛАШКА ПР.8,Доњовлашка пр. 8
ДОЊОВЛАШКА ПР.9,Доњовлашка пр. 9
ДОСИТЕЈА ВАСИЋА ПР.1,Доситеја Васића прилаз 1
ДОСИТЕЈА ВАСИЋА ПР.2,Доситеја Васића прилаз 2
ДОСИТЕЈЕВА УЛИЦА,Доситејева
ДОСИТЕЉА ОБРАДОВИЋА,Доситеја Обрадовића
ДОСТИНА ВОДА,Достина вода
ДОСТИТЕЈА ОБРАДОВИЋА,Доситеја Обрадовића
ДР БОРИВОЈА ГЊАТИЋА,Др Боривоја Гњатића
ДР БРАНКА ЈОКСИМОВИЋА,Др Бранка Јоксимовића
ДР ДРАГУТИНА ГРЧИЋА,Др Драгутина Грчића
ДР ПЕТРА ПЕТРОВИЋА 2.ПРИЛАЗ,Др Петра Петровића 2. прилаз
ДР ПЕТРА ПЕТРОВИЋА ПРИЛАЗ,Др Петра Петровића прилаз
ДР СУБОТИЋА-СТАРИЈЕГ,Др Суботића старијег
ДР ХОЛУБЕКА,Др Холубека
ДР. ДРАГИШЕ МИШОВИЋА,Др Драгише Мишовића
ДР. ДУШАНА ПОПОВИЋА,Др Душана Поповића
ДР. ЕЈУПА МУШОВИЋА,Др Ејупа Мушовића
ДР. ЖИВИНО СОКАЧЕ,Др Живино сокаче
ДР. ЗОРАНА ЂИНЂИЋА,Др Зорана Ђинђића
ДРАГЕ ВУКИЋЕВИЋА 2 ДЕО,Драге Вукићевића 2. део
ДРАГИ ДЕО,Драги део
ДРАГИЊСКА УЛИЦА,Драгињска
ДРАГОЉУБА РИСТИЋА ПРИЛАЗ 1,Драгољуба Ристића прилаз 1
ДРАГОЉУБА СПАСИЋА 1 ДЕО,Драгољуба Спасића 1. део
ДРАГОЉУБА СПАСИЋА 2 ДЕО,Драгољуба Спасића 2. део
ДРАГОЉУБА СТОЈАНОВИЋА 1 ДЕСНИ ПРИЛАЗ,Драгољуба Стојановића 1. десни прилаз
ДРАГОЉУБА СТОЈАНОВИЋА 1 ЛЕВИ ПРИЛАЗ,Драгољуба Стојановића 1. леви прилаз
